"","ID","Nationality","Age","DaysSinceCreation","NameHash","DocIDHash","AverageLeadTime","LodgingRevenue","OtherRevenue","BookingsCanceled","BookingsNoShowed","BookingsCheckedIn","PersonsNights","RoomNights","DaysSinceLastStay","DaysSinceFirstStay","DistributionChannel","MarketSegment","SRHighFloor","SRLowFloor","SRAccessibleRoom","SRMediumFloor","SRBathtub","SRShower","SRCrib","SRKingSizeBed","SRTwinBed","SRNearElevator","SRAwayFromElevator","SRNoAlcoholInMiniBar","SRQuietRoom"
"11114",11114,"USA","37",885,7.02849441360427e+76,9.83155067371146e+76,0,102.11,45.5,0,0,1,1,1,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11115",11115,"GBR","35",885,3.40768033971351e+76,8.34803549759698e+76,48,255,8,0,0,1,8,4,889,889,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11116",11116,"IRL","47",885,8.90947932301817e+76,3.02505210345906e+76,133,452.7,298,0,0,1,12,3,888,888,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11117",11117,"GBR","37",885,7.01561058219849e+76,7.87041055047399e+76,150,189,68.5,0,0,1,4,2,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11118",11118,"FRA","34",885,9.34954355662176e+76,1.7435909255988e+76,0,308,24,0,0,1,4,2,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11119",11119,"NLD","24",885,1.00514013106011e+77,8.605167451706e+76,116,359.1,63,0,0,1,3,1,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11120",11120,"GBR","35",885,5.97310256199456e+76,1.12966783731376e+77,152,189,64.5,0,0,1,4,2,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11121",11121,"FRA","48",885,3.80110760069473e+76,9.3101551354111e+76,64,279.9,44.5,0,0,1,6,3,888,888,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11122",11122,"ITA","47",885,6.63786290098714e+76,4.64617274620795e+76,139,94.5,41,0,0,1,2,1,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11123",11123,"GBR","44",885,1.04798540922027e+77,1.19758304093066e+76,9,223.63,31.5,0,0,1,3,1,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11124",11124,"GBR","26",884,8.66401609127505e+75,9.12009739137999e+76,82,406.98,63,0,0,1,12,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11125",11125,"FRA","48",884,8.27471196266756e+76,1.06752952328974e+77,0,89,1,0,0,1,1,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11126",11126,"FRA","34",884,4.0219723162105e+76,4.80369577582818e+76,0,267,6,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11127",11127,"USA","39",884,4.06131411357359e+76,4.1257906902717e+75,0,61.68,11,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11128",11128,"DEU","52",884,1.02548422568486e+77,4.61206586762909e+76,202,84.3,17,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11129",11129,"CAN","48",884,6.65279278355354e+76,3.52018268662037e+76,134,255,42,0,0,1,8,4,888,888,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11130",11130,"CAN","26",884,1.01040881489207e+77,6.93100299497082e+75,20,99,2,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11131",11131,"IRL","44",884,7.48825605073034e+76,9.49046787097027e+76,193,473.75,65,0,0,1,15,5,889,889,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11132",11132,"PRT","NULL",884,8.07382482541984e+76,4.32557292412142e+76,150,524.7,84,0,0,1,12,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11133",11133,"PRT","NULL",884,8.07382482541984e+76,4.32557292412142e+76,150,524.7,108,0,0,1,12,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11134",11134,"DEU","40",884,1.0098004233634e+77,3.92651291073766e+76,38,189.9,100,0,0,1,4,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11135",11135,"ESP","41",884,3.09545487381106e+76,2.65790019187776e+76,102,420.75,127.25,0,0,1,15,5,889,889,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11136",11136,"CHE","59",884,9.68825204319421e+76,1.03424781997585e+77,131,94.5,41,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11137",11137,"CAN","6",884,2.54232788398508e+76,1.0703461400144e+77,34,137.1,18,0,0,1,3,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11138",11138,"PRT","43",884,2.92055055901686e+76,1.33987882723146e+76,34,411.3,54,0,0,1,3,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11139",11139,"NLD","51",884,1.15313112239962e+77,8.91952116548378e+76,133,213,38.5,0,0,1,6,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11140",11140,"FRA","35",884,6.64511922460181e+76,7.03015564303553e+76,102,653.1,405,0,0,1,14,7,891,891,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11141",11141,"BRA","55",884,1.66499629750711e+75,8.787001408002e+76,66,119.7,92.5,0,0,1,3,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11142",11142,"DEU","25",884,5.01835986040691e+76,4.81954439713891e+76,146,283.5,76.4,0,0,1,6,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11143",11143,"ITA","47",884,2.14617074554947e+76,1.09957292708596e+77,69,1077.3,189,0,0,1,9,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11144",11144,"ITA","80",884,9.6913055263466e+76,9.07933839941553e+76,69,359.1,257.5,0,0,1,9,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11145",11145,"ESP","38",884,7.60676421353697e+76,2.11243288001218e+76,23,169.8,28,0,0,1,4,2,886,886,"Direct","Direct",0,0,0,0,0,0,0,1,0,0,0,0,0
"11146",11146,"BEL","26",884,7.95863976300174e+76,4.08339413527823e+76,83,1013.4,190,0,0,1,10,5,889,889,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11147",11147,"ESP","25",884,9.30618717967673e+76,1.09492834702955e+77,0,1016,140,0,0,1,4,2,886,886,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11148",11148,"ESP","55",884,1.13525086612209e+77,1.10222229609803e+77,0,254,177.5,0,0,1,4,2,886,886,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11149",11149,"ESP","59",884,1.12063188721591e+77,9.47860873807717e+76,11,375,231.5,0,0,1,10,5,889,889,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11150",11150,"BEL","51",884,1.8600298564002e+75,7.35479331968891e+76,32,189.9,22,0,0,1,4,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11151",11151,"CHL","42",884,1.06179087747984e+77,6.44662620372053e+75,1,109,22,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11152",11152,"GBR","56",884,7.33090917060043e+76,2.92502211632422e+76,145,213.6,36,0,0,1,4,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11153",11153,"GBR","55",884,9.88029857322052e+76,5.11111720709373e+76,145,213.6,300.2,0,0,1,4,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11154",11154,"FRA","30",884,4.6846305299231e+76,5.32264760260233e+76,0,89,2,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11155",11155,"ESP","27",884,8.5475629268618e+76,2.4089818754965e+75,11,375,121,0,0,1,10,5,889,889,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11156",11156,"SVK","32",884,4.93177625999397e+76,9.01061141361524e+76,19,99,30,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11157",11157,"DEU","29",884,4.68601181310492e+76,3.12719114708113e+76,81,364.5,81,0,0,1,9,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11158",11158,"PRT","NULL",884,8.4162482159568e+76,4.32557292412142e+76,188,565.25,136,0,0,1,14,7,891,891,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11159",11159,"ESP","21",884,9.28667328594809e+76,4.07954895333086e+76,7,300,56,0,0,1,8,4,888,888,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11160",11160,"GBR","14",884,2.8139582047135e+76,1.08450289806817e+77,186,168.6,57,0,0,1,4,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11161",11161,"FRA","48",884,1.00109082273961e+77,9.0998601161678e+76,59,245.4,38.5,0,0,1,6,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11162",11162,"AUT","28",884,1.12221341036865e+77,1.07263883747269e+77,130,279.9,100.5,0,0,1,6,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11163",11163,"SWE","47",884,4.10749385021779e+76,9.49934968287281e+76,186,168.6,40,0,0,1,4,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11164",11164,"GBR","62",884,2.822709806538e+76,4.81827370390473e+76,176,624,603.5,0,0,1,12,6,890,890,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11165",11165,"ESP","47",884,4.38243071771499e+76,9.68971383285983e+76,3,195.3,36,0,0,1,4,2,886,886,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11166",11166,"FRA","48",884,1.0571392724056e+77,6.87980676152047e+76,75,647.5,137,0,0,1,21,7,891,891,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11167",11167,"GBR","65",884,1.21205724610662e+76,1.00453949709545e+77,106,221.85,85.5,0,0,1,6,3,887,887,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,1,0,0,0,0,0
"11168",11168,"FRA","16",884,3.06421258834667e+76,6.39008818214578e+76,191,385.75,84,0,0,1,5,5,889,889,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11169",11169,"PRT","NULL",884,8.72113925009823e+76,4.32557292412142e+76,1,53,14,0,0,1,2,1,885,885,"Direct","Direct",0,0,0,0,0,0,1,1,0,0,0,0,0
"11170",11170,"FRA","50",884,3.31106089047411e+76,6.90323755031571e+75,172,470.79,332.5,0,0,1,16,8,892,892,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11171",11171,"FRA","49",884,8.24736814924401e+76,3.79936283668775e+76,191,367.75,221,0,0,1,10,5,889,889,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11172",11172,"PRT","47",884,1.26148056360361e+76,5.34415067095877e+76,62,478.8,117,0,0,1,12,4,888,888,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11173",11173,"GBR","56",884,8.31862371785799e+76,1.5773633700808e+76,153,283.5,155.5,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11174",11174,"AUT","47",884,5.32451033067854e+76,7.81224367712444e+76,192,522.75,184.25,0,0,1,15,5,889,889,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11175",11175,"DEU","17",884,7.18119974668931e+76,6.94985321495535e+76,172,239.4,60,0,0,1,6,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11176",11176,"DEU","50",884,9.07469339242639e+74,1.13861994540959e+77,77,1281.6,168,0,0,1,8,4,888,888,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11177",11177,"PRT","NULL",884,9.28756604300147e+76,4.32557292412142e+76,25,89,14,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,0,0,0,0,0,0
"11178",11178,"DEU","45",884,4.53450667855685e+76,1.07544774662899e+77,77,427.2,135,0,0,1,8,4,888,888,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11179",11179,"GRC","34",884,1.39481651449955e+76,1.2660315492899e+76,11,72.15,19,0,0,1,2,1,885,885,"Direct","Direct",0,0,0,0,0,0,0,0,1,0,0,0,0
"11180",11180,"ITA","50",884,4.79736844126671e+76,6.34022285674122e+76,105,736.2,273,0,0,1,18,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11181",11181,"EGY","38",884,4.92026931448567e+75,9.41441880792636e+74,181,366.8,56,0,0,1,8,4,888,888,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11182",11182,"FRA","51",884,3.84687098929361e+76,1.25601028491291e+76,0,616,229,0,0,1,16,8,892,892,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11183",11183,"FRA","60",884,9.79683130293531e+76,6.0011855314396e+76,88,255,44.5,0,0,1,8,4,888,888,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11184",11184,"GBR","46",884,1.07540806472337e+77,4.64253800694446e+76,100,681,378.5,0,0,1,15,5,889,889,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11185",11185,"FRA","62",884,7.13502478299766e+76,7.79190184703402e+76,20,663.6,163.5,0,0,1,4,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11186",11186,"FRA","51",884,1.03866678860468e+77,6.27872663925497e+76,20,221.2,60.5,0,0,1,4,2,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11187",11187,"FRA","48",884,1.13886061420453e+77,2.8652386701496e+75,125,106.5,54.5,0,0,1,3,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11188",11188,"PRT","30",884,5.78052166606926e+76,2.40698523467688e+76,168,258.32,56,0,0,1,8,4,888,888,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11189",11189,"PRT","54",884,1.65051190318168e+76,5.07106453168561e+76,19,720,115,0,0,1,15,5,889,889,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11190",11190,"PRT","54",884,7.95684654880892e+76,3.02624152010464e+76,0,85,17.5,0,0,1,1,1,885,885,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11191",11191,"PRT","30",884,6.96294322677559e+76,6.18986226755063e+76,10,99,74.5,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11192",11192,"GBR","39",884,4.1255142442911e+76,9.69318779375914e+76,14,72.15,19,0,0,1,2,1,885,885,"Direct","Direct",0,0,0,0,0,0,1,0,0,0,0,0,0
"11193",11193,"IRL","57",884,6.47670331402007e+76,4.2901351977321e+76,67,231.75,44.5,0,0,1,6,3,887,887,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11194",11194,"NLD","59",884,1.11653039522228e+77,7.0932821944638e+76,9,225,56,0,0,1,6,3,887,887,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11195",11195,"PRT","45",884,1.6117287740225e+76,4.98638037832627e+76,0,89,13.5,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11196",11196,"JPN","51",884,9.18952433405879e+76,3.83686693978342e+76,4,477,81,0,0,1,9,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11197",11197,"BRA","47",884,4.45248139022461e+75,1.46070535829382e+76,24,166.45,62.5,0,0,1,4,1,885,885,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11198",11198,"GBR","42",884,9.97492825746792e+76,7.06730002233183e+76,15,174,147.5,0,0,1,4,1,885,885,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11199",11199,"ITA","45",884,1.00763881757668e+77,9.41389349556608e+76,7,183,22,0,0,1,4,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11200",11200,"PRT","43",884,6.14331170428811e+76,7.85409608062661e+75,0,107,52.5,0,0,1,2,1,885,885,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11201",11201,"FRA","36",884,4.80857136994795e+76,1.0364734306716e+77,125,93.9,24,0,0,1,1,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11202",11202,"BEL","32",884,9.21832128920885e+76,4.6308543303433e+76,164,93.3,14,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11203",11203,"PRT","58",884,2.86869565403239e+76,7.39176744961734e+76,41,1819,132,0,0,4,8,8,581,889,"Corporate","Corporate",0,0,0,0,0,0,0,0,0,0,0,0,0
"11204",11204,"BEL","31",884,7.36807337801465e+76,8.61766031208084e+76,60,2234.4,1405.5,0,0,1,18,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11205",11205,"BEL","32",884,2.12483705059378e+76,8.17573102672869e+76,5,109,2,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11206",11206,"GBR","54",884,9.27237080153634e+76,3.15068381834027e+76,153,283.5,33,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11207",11207,"MOZ","34",884,7.55050296441711e+76,7.72501253056991e+76,0,109,2,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11208",11208,"AUT","27",884,3.38064178123397e+76,3.37996252407567e+76,130,1077.3,328.5,0,0,1,9,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11209",11209,"DEU","62",884,1.80272691174033e+76,4.52025283363566e+76,0,327,69,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,1,1,0,0,0,0,0
"11210",11210,"DEU","62",884,1.80272691174033e+76,3.12075754415689e+76,0,109,47,0,0,1,2,1,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11211",11211,"AUT","49",884,2.39324041886576e+76,5.07993939538293e+76,58,512.7,140,0,0,1,12,3,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11212",11212,"PRT","33",884,5.50165201416296e+76,4.32557292412142e+76,60,718.2,151.5,0,0,1,18,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11213",11213,"FRA","51",884,5.51987005356674e+75,1.53909195929054e+76,79,1954.8,282,0,0,1,12,6,890,890,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,0
"11214",11214,"FRA","23",884,1.13601518680226e+77,4.37225709897754e+76,79,729,148,0,0,1,18,6,890,890,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,0,1,0,0,0,0
"11215",11215,"FRA","53",884,4.00337891741072e+75,8.49614511165415e+75,101,649.81,27.5,0,0,1,21,7,891,891,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11216",11216,"PRT","30",884,1.99874598484441e+76,7.86689937759827e+76,0,1995,690,0,0,1,10,5,889,889,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11217",11217,"PRT","NULL",884,3.08606501073048e+75,4.32557292412142e+76,59,453.06,108,0,0,1,18,6,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11218",11218,"DNK","37",883,1.88082927142081e+76,2.78712390855704e+76,4,656,167,0,0,1,8,4,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,1,1,0,0,0,0,0
"11219",11219,"DEU","47",883,6.66151093885188e+76,8.67227487565165e+76,127,487.8,202,0,0,1,12,4,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11220",11220,"BEL","22",883,3.59632265930864e+76,7.34857567640091e+76,75,128.7,21,0,0,1,3,1,884,884,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11221",11221,"BEL","49",883,5.59972041887896e+76,3.92977920606875e+76,75,347.4,42,0,0,1,2,1,884,884,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11222",11222,"DNK","21",883,6.35611524164984e+76,3.26313105755241e+76,170,539.91,302,0,0,1,21,7,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11223",11223,"CHE","32",883,3.81501566430054e+76,1.08724657875527e+77,158,329.4,48,0,0,1,6,3,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11224",11224,"NOR","51",883,7.08336463884423e+75,4.73834572323009e+76,157,456.7,84,0,0,1,12,4,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11225",11225,"DEU","46",883,3.93083776207657e+76,1.85132375426443e+76,153,365.5,97.5,0,0,1,8,4,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11226",11226,"GBR","50",883,6.25581753204638e+76,9.01390313119725e+76,161,399,155,0,0,1,12,4,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11227",11227,"AUS","28",883,4.42734070916418e+76,7.91320575181564e+76,0,480,56,0,0,1,4,2,885,885,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11228",11228,"FRA","44",883,3.73767528846768e+76,3.8049602758105e+76,2,386,82,0,0,1,8,2,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,1,0,0,0,1,0,0
"11229",11229,"GBR","42",883,8.77808885014262e+76,1.31697800787731e+75,149,245.48,36.6,0,0,1,6,3,886,886,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"11230",11230,"SWE","50",883,6.85250151302828e+75,3.66598541583998e+76,32,450.9,146.5,0,0,1,9,3,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11231",11231,"FRA","57",883,9.3284896088399e+76,3.46597597759868e+76,87,487.8,148.5,0,0,1,12,4,887,887,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11232",11232,"ITA","46",883,6.42640853335159e+76,7.61348772505155e+76,83,378.3,132,0,0,1,9,3,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11233",11233,"GBR","38",883,1.00333411292624e+77,8.39406442739894e+76,296,982.8,212.99,0,0,1,28,7,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11234",11234,"PRT","NULL",883,1.06153275682281e+76,4.32557292412142e+76,0,140,16.5,0,0,1,2,1,884,884,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11235",11235,"GBR","63",883,2.22444045427489e+75,9.88143319935493e+76,296,646.8,125.5,0,0,1,14,7,890,890,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11236",11236,"NLD","45",883,1.01560976870425e+77,3.09251125100487e+76,193,250.5,68.5,0,0,1,9,3,886,886,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11237",11237,"PRT","NULL",883,1.80028342155463e+76,4.32557292412142e+76,54,901.8,128,0,0,1,18,6,889,889,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11238",11238,"PRT","30",883,1.99874598484441e+76,7.86689937759827e+76,1,165,45,0,0,1,2,1,884,884,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11239",11239,"PRT","66",883,1.1179246689698e+77,9.45101961490946e+76,114,112.8,18,0,0,1,3,1,884,884,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11240",11240,"FRA","38",883,5.71970403219365e+76,8.79399750276308e+76,0,107,16.5,0,0,1,2,1,884,884,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11241",11241,"ESP","51",883,9.1942922190596e+76,1.62928367844338e+76,94,368.1,105,0,0,1,9,3,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11242",11242,"AUT","59",883,2.31269432100259e+76,1.13774748438696e+77,144,533.2,96,0,0,1,12,6,889,889,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"11243",11243,"FRA","8",883,3.11661193146963e+76,1.11465314519484e+77,114,171.3,34,0,0,1,3,1,884,884,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11244",11244,"DEU","49",883,1.08322365177797e+77,5.46792142112722e+76,120,368.1,63,0,0,1,9,3,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"11245",11245,"JPN","44",883,2.16011259640055e+76,7.3575974679065e+75,20,385.14,40,0,0,1,8,2,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11246",11246,"CAN","65",883,1.07785871665385e+77,5.52435572720379e+76,170,218.28,6,0,0,1,6,3,886,886,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11247",11247,"FRA","37",883,1.02217439222304e+76,6.73867513366671e+76,1,238,105,0,0,1,4,2,885,885,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"11248",11248,"FRA","50",883,9.94717391580278e+76,8.96544782918656e+76,188,618.75,114,0,0,1,6,3,886,886,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"11249",11249,"BEL","33",883,2.42788195500039e+76,3.498104640133e+76,200,275,56,0,0,1,8,4,887,887,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
